domain,country,level,un_status,region,languages,gdp_per_capita,name,score,sources,mx
koro.no,NOR_norway,central,member,Europe,Norwegian Nynorsk; Norwegian Bokmål; Sami,94594,,,,
ksp.gov.in,IND_india,central-1,member,Asia,English; Hindi; Tamil,2695,Karnataka State Police,,registry,
kul.ee,EST_estonia,central,member,Europe,Estonian,34418,,,,10 mail3.rit.ee.; 10 mail1.rit.ee.
kulturdirektoratet.no,NOR_norway,central,member,Europe,Norwegian Nynorsk; Norwegian Bokmål; Sami,94594,,,,
kulturminnefondet.no,NOR_norway,central,member,Europe,Norwegian Nynorsk; Norwegian Bokmål; Sami,94594,,,,
kulturtanken.no,NOR_norway,central,member,Europe,Norwegian Nynorsk; Norwegian Bokmål; Sami,94594,,,,
kum.dk,DNK_denmark,central,member,Europe,Danish,76970,,,,10 mx02.statens-it.dk.; 10 mx05.statens-it.dk.; 10 mx04.statens-it.dk.; 10 mx08.statens-it.dk.; 10 mx01.statens-it.dk.; 10 mx07.statens-it.dk.; 10 mx06.statens-it.dk.; 10 mx03.statens-it.dk.
kunnskapsdepartementet.no,NOR_norway,central,member,Europe,Norwegian Nynorsk; Norwegian Bokmål; Sami,94594,,,,none
kunstfond.no,NOR_norway,central,member,Europe,Norwegian Nynorsk; Norwegian Bokmål; Sami,94594,,,,
kwarastate.gov.ng,NGA_nigeria,central-1,member,Africa,English,1084,Kwara State,,registry,
kystverket.no,NOR_norway,central,member,Europe,Norwegian Nynorsk; Norwegian Bokmål; Sami,94594,,,,
labor.gov,USA_united_states,central,member,Americas,English,84534,,,,none
lacoast.gov,USA_united_states,central,member,Americas,English,84534,,,,0 lacoast-gov.mail.protection.outlook.com.
ladakh.gov.in,IND_india,central-1,member,Asia,English; Hindi; Tamil,2695,Ladakh,,registry,
lagosstate.gov.ng,NGA_nigeria,central-1,member,Africa,English,1084,Lagos State,,registry,
lakpds.gov.in,IND_india,central-1,member,Asia,English; Hindi; Tamil,2695,Public Distribution System (Lakshadweep),,registry,
lakshadweep.gov.in,IND_india,central-1,member,Asia,English; Hindi; Tamil,2695,Lakshadweep,,registry,
lamoncloa.gob.es,ESP_spain,central,member,Europe,Spanish; Catalan; Basque; Galician,38627,,,,20 mail01.mpr.es.; 20 mail02.mpr.es.
landbruksdirektoratet.no,NOR_norway,central,member,Europe,Norwegian Nynorsk; Norwegian Bokmål; Sami,94594,,,,
landfire.gov,USA_united_states,central,member,Americas,English,84534,,,,10 landfire-gov.mail.protection.outlook.com.
landimaging.gov,USA_united_states,central,member,Americas,English,84534,,,,none
landlordregistrationni.gov.uk,GBR_united_kingdom,central-1,member,Europe,English,57602,Landlord registration Northern Ireland,,registry,
landlordregistrationscotland.gov.uk,GBR_united_kingdom,central-1,member,Europe,English,57602,Landlord registration Scotland,,registry,
landwebni.gov.uk,GBR_united_kingdom,central-1,member,Europe,English,57602,LandWeb (NI Land Registry),,registry,
lanl.gov,USA_united_states,central,member,Americas,English,84534,,,,0 proofpoint8.lanl.gov.; 0 proofpoint7.lanl.gov.
lapampa.gob.ar,ARG_argentina,central-1,member,Americas,Guaraní; Spanish,13970,Provincia de La Pampa,,registry,
larioja.gob.ar,ARG_argentina,central-1,member,Americas,Guaraní; Spanish,13970,Provincia de La Rioja,,registry,
latvija.lv,LVA_latvia,central,member,Europe,Latvian,26312,,,,none
launch.gov,USA_united_states,central,member,Americas,English,84534,,,,none
law.gov,USA_united_states,central,member,Americas,English,84534,,,,none
lbjlibrary.gov,USA_united_states,central,member,Americas,English,84534,,,,10 us.etp.fireeyegov.com.
lbl.gov,USA_united_states,central,member,Americas,English,84534,,,,1 aspmx.l.google.com.; 10 alt4.aspmx.l.google.com.; 5 alt2.aspmx.l.google.com.; 5 alt1.aspmx.l.google.com.; 10 alt3.aspmx.l.google.com.
lcacommons.gov,USA_united_states,central,member,Americas,English,84534,,,,none
lcrmscp.gov,USA_united_states,central,member,Americas,English,84534,,,,none
lctl.gov,USA_united_states,central,member,Americas,English,84534,,,,5 mx42.loc.gov.; 5 mx22.loc.gov.; 5 mx23.loc.gov.; 5 mx41.loc.gov.
lda.gov,USA_united_states,central,member,Americas,English,84534,,,,none
learnatf.gov,USA_united_states,central,member,Americas,English,84534,,,,none
learndoj.gov,USA_united_states,central,member,Americas,English,84534,,,,none
legiscba.gob.ar,ARG_argentina,central-1,member,Americas,Guaraní; Spanish,13970,Legislatura de la Provincia de Córdoba,,registry,
legislaturadetucuman.gob.ar,ARG_argentina,central-1,member,Americas,Guaraní; Spanish,13970,Legislatura de Tucumán,,registry,
legislaturaformosa.gob.ar,ARG_argentina,central-1,member,Americas,Guaraní; Spanish,13970,Legislatura de Formosa,,registry,
legislaturaneuquen.gob.ar,ARG_argentina,central-1,member,Americas,Guaraní; Spanish,13970,Legislatura de la Provincia del Neuquén,,registry,
legislaturaqueretaro.gob.mx,MEX_mexico,central-1,member,Americas,Spanish,13889,Legislatura del Estado de Querétaro,,registry,
legislaturasde.gob.ar,ARG_argentina,central-1,member,Americas,Guaraní; Spanish,13970,Legislatura de Santiago del Estero,,registry,
legisrn.gob.ar,ARG_argentina,central-1,member,Americas,Guaraní; Spanish,13970,Legislatura de Río Negro,,registry,
legnqn.gob.ar,ARG_argentina,central-1,member,Americas,Guaraní; Spanish,13970,Legislatura de la Provincia del Neuquén,,registry,
leo.gov,USA_united_states,central,member,Americas,English,84534,,,,10 mx-east-leo.fbi.gov.
lep.gov,USA_united_states,central,member,Americas,English,84534,,,,none
lesja-fjellstyre.no,NOR_norway,central,member,Europe,Norwegian Nynorsk; Norwegian Bokmål; Sami,94594,,,,
lfs.gov,USA_united_states,central,member,Americas,English,84534,,,,10 inbound-smtp.us-east-1.amazonaws.com.
libraryofcongress.gov,USA_united_states,central,member,Americas,English,84534,,,,none
lis.gov,USA_united_states,central,member,Americas,English,84534,,,,none
listo.gov,USA_united_states,central,member,Americas,English,84534,,,,none
literacy.gov,USA_united_states,central,member,Americas,English,84534,,,,none
live.gov,USA_united_states,central,member,Americas,English,84534,,,,none
llnl.gov,USA_united_states,central,member,Americas,English,84534,,,,10 mxa-00379502.gslb.gpphosted.com.; 10 mxb-00379502.gslb.gpphosted.com.
llwybrarfordircymru.gov.uk,GBR_united_kingdom,central-1,member,Europe,English,57602,Wales Coast Path (Welsh name),,registry,
lmvsci.gov,USA_united_states,central,member,Americas,English,84534,,,,none
ln.gov.cn,CHN_china,central-1,member,Asia,Chinese,13862,Liaoning,,registry,
lntj.gov.cn,CHN_china,central-1,member,Asia,Chinese,13862,Liaoning Statistics Bureau,,registry,
loc.gov,USA_united_states,central,member,Americas,English,84534,,,,10 mxa-00026101.gslb.gpphosted.com.; 10 mxb-00026101.gslb.gpphosted.com.
loctest.gov,USA_united_states,central,member,Americas,English,84534,,,,0 loctest-gov.mail.protection.outlook.com.
loctps.gov,USA_united_states,central,member,Americas,English,84534,,,,none
login.gov,USA_united_states,central,member,Americas,English,84534,,,,30 aspmx5.googlemail.com.; 20 alt1.aspmx.l.google.com.; 20 alt2.aspmx.l.google.com.; 30 aspmx3.googlemail.com.; 30 aspmx2.googlemail.com.; 10 aspmx.l.google.com.; 30 aspmx4.googlemail.com.
longtermcare.gov,USA_united_states,central,member,Americas,English,84534,,,,none
loteriaderionegro.gob.ar,ARG_argentina,central-1,member,Americas,Guaraní; Spanish,13970,Lotería de Río Negro,,registry,
loteriadesantacruz.gob.ar,ARG_argentina,central-1,member,Americas,Guaraní; Spanish,13970,Lotería de Santa Cruz,,registry,
lottstift.no,NOR_norway,central,member,Europe,Norwegian Nynorsk; Norwegian Bokmål; Sami,94594,,,,
lowerdrugcosts.gov,USA_united_states,central,member,Americas,English,84534,,,,none
lps.gov,USA_united_states,central,member,Americas,English,84534,,,,10 smtp.lps.gov.
lpsni.gov.uk,GBR_united_kingdom,central-1,member,Europe,English,57602,Land and Property Services (NI),,registry,
lrs.lt,LTU_lithuania,central,member,Europe,Lithuanian,32959,,,,0 lrs-lt.mail.protection.outlook.com.
lrv.lt,LTU_lithuania,central,member,Europe,Lithuanian,32959,,,,10 mail.lrv.lt.
lsani.gov.uk,GBR_united_kingdom,central-1,member,Europe,English,57602,Legal Services Agency Northern Ireland,,registry,
lsc.gov,USA_united_states,central,member,Americas,English,84534,,,,1 smtp.lsc.gov.; 0 lsc-gov.mail.protection.outlook.com.
lsgkerala.gov.in,IND_india,central-1,member,Asia,English; Hindi; Tamil,2695,Local Self Government Department (Kerala),,registry,
ltcfeds.gov,USA_united_states,central,member,Americas,English,84534,,,,0 ltcfeds-gov.mail.protection.outlook.com.
luca-appeals.gov,USA_united_states,central,member,Americas,English,84534,,,,50 mail2.census.gov.; 50 mail1.census.gov.
luftambulanse.no,NOR_norway,central,member,Europe,Norwegian Nynorsk; Norwegian Bokmål; Sami,94594,,,,
luftfart.museum.no,NOR_norway,central,member,Europe,Norwegian Nynorsk; Norwegian Bokmål; Sami,94594,,,,
luftfartstilsynet.no,NOR_norway,central,member,Europe,Norwegian Nynorsk; Norwegian Bokmål; Sami,94594,,,,
lvm.fi,FIN_finland,central,member,Europe,Finnish; Swedish,56149,,,,none
ma.gov.br,BRA_brazil,central-1,member,Americas,Portuguese,10713,Maranhão,,registry,
macpac.gov,USA_united_states,central,member,Americas,English,84534,,,,30 alt4.aspmx.l.google.com.; 20 alt1.aspmx.l.google.com.; 20 alt2.aspmx.l.google.com.; 10 aspmx.l.google.com.; 30 alt3.aspmx.l.google.com.
madeinamerica.gov,USA_united_states,central,member,Americas,English,84534,,,,none
mafra.go.kr,KOR_south_korea,central,member,Asia,Korean,36239,,,,0 antispam.korea.kr.
maha.gov,USA_united_states,central,member,Americas,English,84534,,,,none
mahaagriiqc.gov.in,IND_india,central-1,member,Asia,English; Hindi; Tamil,2695,Agriculture Input Quality Control (Maharashtra),,registry,
mahafireservice.gov.in,IND_india,central-1,member,Asia,English; Hindi; Tamil,2695,Maharashtra Fire Services,,registry,
mahagst.gov.in,IND_india,central-1,member,Asia,English; Hindi; Tamil,2695,Goods and Services Tax Department (Maharashtra),,registry,
mahakosh.gov.in,IND_india,central-1,member,Asia,English; Hindi; Tamil,2695,Mahakosh Finance Department (Maharashtra),,registry,
mahaonline.gov.in,IND_india,central-1,member,Asia,English; Hindi; Tamil,2695,MahaOnline e-services (Maharashtra),,registry,
maharain.gov.in,IND_india,central-1,member,Asia,English; Hindi; Tamil,2695,Maharain rainfall portal (Maharashtra),,registry,
maharashtra.gov.in,IND_india,central-1,member,Asia,English; Hindi; Tamil,2695,Maharashtra,,registry,
maharashtratourism.gov.in,IND_india,central-1,member,Asia,English; Hindi; Tamil,2695,Maharashtra Tourism,,registry,
maharojgar.gov.in,IND_india,central-1,member,Asia,English; Hindi; Tamil,2695,Maharojgar employment portal (Maharashtra),,registry,
mahasugarcom.gov.in,IND_india,central-1,member,Asia,English; Hindi; Tamil,2695,Sugar Commissionerate (Maharashtra),,registry,
mahatenders.gov.in,IND_india,central-1,member,Asia,English; Hindi; Tamil,2695,Maharashtra e-procurement,,registry,
mahavat.gov.in,IND_india,central-1,member,Asia,English; Hindi; Tamil,2695,Sales Tax Department (Maharashtra),,registry,
mail.gov,USA_united_states,central,member,Americas,English,84534,,,,none
majorityleader.gov,USA_united_states,central,member,Americas,English,84534,,,,20 mxa-0018d802.gslb.pphosted.com.; 20 mxb-0018d802.gslb.pphosted.com.
majoritywhip.gov,USA_united_states,central,member,Americas,English,84534,,,,none
manassembly.gov.in,IND_india,central-1,member,Asia,English; Hindi; Tamil,2695,Manipur Legislative Assembly,,registry,
manipur.gov.in,IND_india,central-1,member,Asia,English; Hindi; Tamil,2695,Manipur,,registry,
manipureducation.gov.in,IND_india,central-1,member,Asia,English; Hindi; Tamil,2695,Education Department (Manipur),,registry,
manipurtenders.gov.in,IND_india,central-1,member,Asia,English; Hindi; Tamil,2695,Manipur e-procurement,,registry,
manipurtourism.gov.in,IND_india,central-1,member,Asia,English; Hindi; Tamil,2695,Manipur Tourism,,registry,
manipurwomencommission.gov.in,IND_india,central-1,member,Asia,English; Hindi; Tamil,2695,Manipur State Commission for Women,,registry,
manufacturing.gov,USA_united_states,central,member,Americas,English,84534,,,,none
mapa.gob.es,ESP_spain,central,member,Europe,Spanish; Catalan; Basque; Galician,38627,,,,none
mapama.gob.es,ESP_spain,central,member,Europe,Spanish; Catalan; Basque; Galician,38627,,,,none
marinecadastre.gov,USA_united_states,central,member,Americas,English,84534,,,,10 csc.noaa.gov.
mattilsynet.no,NOR_norway,central,member,Europe,Norwegian Nynorsk; Norwegian Bokmål; Sami,94594,,,,
max.gov,USA_united_states,central,member,Americas,English,84534,,,,10 grid1f.gseg.att.com.; 10 grid1f6.gseg.att.com.; 20 grid2f6.gseg.att.com.; 20 grid2f.gseg.att.com.
mbda.gov,USA_united_states,central,member,Americas,English,84534,,,,0 mbda-gov.mail.protection.outlook.com.
mcc.gov,USA_united_states,central,member,Americas,English,84534,,,,10 mcc-gov.mail.protection.outlook.com.
mcctest.gov,USA_united_states,central,member,Americas,English,84534,,,,10 mxrecord.mcctest.gov.akadns.net.
mcee.go.kr,KOR_south_korea,central,member,Asia,Korean,36239,,,,0 antispam.korea.kr.
mcst.go.kr,KOR_south_korea,central,member,Asia,Korean,36239,,,,0 antispam.korea.kr.
mcu.es,ESP_spain,central,member,Europe,Spanish; Catalan; Basque; Galician,38627,,,,10 mail1.correo.gob.es.; 10 mail2.correo.gob.es.
mds.gov,USA_united_states,central,member,Americas,English,84534,,,,none
mdsocialesa2030.gob.es,ESP_spain,central,member,Europe,Spanish; Catalan; Basque; Galician,38627,,,,0 mx.msc.es.; 20 mxres.msc.es.
me.go.kr,KOR_south_korea,central,member,Asia,Korean,36239,,,,0 antispam.korea.kr.
medicaid.gov,USA_united_states,central,member,Americas,English,84534,,,,none
medicalcountermeasures.gov,USA_united_states,central,member,Americas,English,84534,,,,none
medicamentosbajoprecio.gov,USA_united_states,central,member,Americas,English,84534,,,,none
medicare.gov,USA_united_states,central,member,Americas,English,84534,,,,none
medietilsynet.no,NOR_norway,central,member,Europe,Norwegian Nynorsk; Norwegian Bokmål; Sami,94594,,,,
medlineplus.gov,USA_united_states,central,member,Americas,English,84534,,,,10 nihcesxway5.hub.nih.gov.; 10 nihcesxway4.hub.nih.gov.; 10 nihcesxway3.hub.nih.gov.
medpac.gov,USA_united_states,central,member,Americas,English,84534,,,,0 medpac-gov.mail.protection.outlook.com.
meeseva.gov.in,IND_india,central-1,member,Asia,English; Hindi; Tamil,2695,MeeSeva e-services (Telangana/Andhra Pradesh),,registry,
meghalaya.gov.in,IND_india,central-1,member,Asia,English; Hindi; Tamil,2695,Meghalaya,,registry,
meghalayaonline.gov.in,IND_india,central-1,member,Asia,English; Hindi; Tamil,2695,Meghalaya Online,,registry,
meghalayatenders.gov.in,IND_india,central-1,member,Asia,English; Hindi; Tamil,2695,Meghalaya e-procurement,,registry,
melaka.gov.my,MYS_malaysia,central-1,member,Asia,English; Malay,13125,Malacca,,registry,
men.public.lu,LUX_luxembourg,central,member,Europe,German; French; Luxembourgish,147252,,,,10 incoming-1.mail.etat.lu.; 10 incoming-3.mail.etat.lu.; 10 incoming-2.mail.etat.lu.; 10 incoming-4.mail.etat.lu.
mendoza.gob.ar,ARG_argentina,central-1,member,Americas,Guaraní; Spanish,13970,Provincia de Mendoza,,registry,
menopause.gov,USA_united_states,central,member,Americas,English,84534,,,,dig error
mentalhealth.gov,USA_united_states,central,member,Americas,English,84534,,,,none
mentor.gov,USA_united_states,central,member,Americas,English,84534,,,,none
merrychristmas.gov,USA_united_states,central,member,Americas,English,84534,,,,none
mesh.gov,USA_united_states,central,member,Americas,English,84534,,,,10 nihcesxway3.hub.nih.gov.; 10 nihcesxway5.hub.nih.gov.; 10 nihcesxway4.hub.nih.gov.
mesterbrev.no,NOR_norway,central,member,Europe,Norwegian Nynorsk; Norwegian Bokmål; Sami,94594,,,,
met.no,NOR_norway,central,member,Europe,Norwegian Nynorsk; Norwegian Bokmål; Sami,94594,,,,
mexicocity.gob.mx,MEX_mexico,central-1,member,Americas,Spanish,13889,Ciudad de México (portal turístico),,registry,
mg.gov.br,BRA_brazil,central-1,member,Americas,Portuguese,10713,Minas Gerais,,registry,
mgi.gov,USA_united_states,central,member,Americas,English,84534,,,,0 mgi-gov.mail.protection.outlook.com.
mgtp.dk,DNK_denmark,central,member,Europe,Danish,76970,,,,10 mx08.statens-it.dk.; 10 mx06.statens-it.dk.; 10 mx02.statens-it.dk.; 10 mx07.statens-it.dk.; 10 mx03.statens-it.dk.; 10 mx04.statens-it.dk.; 10 mx01.statens-it.dk.; 10 mx05.statens-it.dk.
mhada.gov.in,IND_india,central-1,member,Asia,English; Hindi; Tamil,2695,Maharashtra Housing and Area Development Authority,,registry,
mhtscot.gov.uk,GBR_united_kingdom,central-1,member,Europe,English,57602,Mental Health Tribunal for Scotland,,registry,
mhtscotland.gov.uk,GBR_united_kingdom,central-1,member,Europe,English,57602,Mental Health Tribunal for Scotland,,registry,
michoacan.gob.mx,MEX_mexico,central-1,member,Americas,Spanish,13889,Michoacán (estado),,registry,
migrantworker.gov,USA_united_states,central,member,Americas,English,84534,,,,none
mil.be,BEL_belgium,central,member,Europe,German; French; Dutch,60750,,,,10 mil-be.mail.protection.outlook.com.
mil.no,NOR_norway,central,member,Europe,Norwegian Nynorsk; Norwegian Bokmål; Sami,94594,,,,
militaryconsumer.gov,USA_united_states,central,member,Americas,English,84534,,,,none
miljodirektoratet.no,NOR_norway,central,member,Europe,Norwegian Nynorsk; Norwegian Bokmål; Sami,94594,,,,
mimm.gov,USA_united_states,central,member,Americas,English,84534,,,,none
mineco.gob.es,ESP_spain,central,member,Europe,Spanish; Catalan; Basque; Galician,38627,,,,none
minedujujuy.gob.ar,ARG_argentina,central-1,member,Americas,Guaraní; Spanish,13970,Ministerio de Educación de Jujuy,,registry,
minetad.gob.es,ESP_spain,central,member,Europe,Spanish; Catalan; Basque; Galician,38627,,,,none
minhafp.gob.es,ESP_spain,central,member,Europe,Spanish; Catalan; Basque; Galician,38627,,,,none
minint.fr,FRA_france,central,member,Europe,French,48986,,,,5 mx.mailbox.orange-business.com.
minoritywhip.gov,USA_united_states,central,member,Americas,English,84534,,,,none
mintur.gob.es,ESP_spain,central,member,Europe,Spanish; Catalan; Basque; Galician,38627,,,,none
